"Gene","Tissue_Count","Best_QValue","Best_Empirical_PValue","Best_PValue","Mean_Abs_Log2_AFC","Example_Tissues","Gencode_ID","Phenotype","Selected_Tissues"
"AP003068.23",6,4.89317e-115,1.0946e-116,1.29026e-130,1.89768633333333,"Liver;Lung;Pancreas;Prostate;Stomach;Thyroid","ENSG00000254614.2","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"AP000351.4",6,5.168e-113,1.25466e-114,5.60918e-126,5.54183283333333,"Liver;Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000224205.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"AGAP9",6,4.15567e-112,1.03051e-113,1.14144e-130,3.33974183333333,"Liver;Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000204172.12","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"TYW1B",6,1.64485e-111,4.16441e-113,1.8706e-127,1.60667833333333,"Liver;Lung;Ovary;Pancreas;Stomach;Thyroid","ENSG00000277149.4","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"MAPK8IP1P2",6,3.81869e-110,1.01979e-111,2.04678e-129,6.38731383333333,"Liver;Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000263503.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"RNASEH1-AS1",6,2.49177e-108,7.3889e-110,4.65085e-119,1.1655545,"Liver;Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000234171.2","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"PEX6",6,2.65469e-108,7.91803e-110,4.31774e-121,0.891760666666667,"Lung;Ovary;Pancreas;Prostate;Stomach;Thyroid","ENSG00000124587.13","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"RP11-259G18.3",6,6.47528e-108,1.9875e-109,9.49838e-124,6.35329983333333,"Liver;Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000262539.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"LINC01252",6,4.19677e-104,1.41186e-105,6.92909e-118,1.830674,"Liver;Lung;Pancreas;Prostate;Stomach;Thyroid","ENSG00000247157.6","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"PPIL3",6,9.60882e-92,1.31806e-93,9.37334e-109,0.857604333333333,"Liver;Lung;Ovary;Pancreas;Prostate;Stomach","ENSG00000240344.8","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"SFXN4",5,9.44328e-166,3.11137e-168,3.16093e-188,0.8254572,"Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000183605.16","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"RBL2",5,7.45938e-160,2.97513e-162,1.06705e-174,0.4209528,"Lung;Ovary;Pancreas;Stomach;Thyroid","ENSG00000103479.15","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"AC104135.2",5,3.99e-150,2.56006e-152,1.76909e-172,4.0098926,"Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000236209.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"CHURC1",5,6.16674e-145,4.91913e-147,2.46544e-165,0.6008076,"Liver;Lung;Ovary;Prostate;Thyroid","ENSG00000258289.8","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"LINC01504",5,1.6854e-143,1.40288e-145,3.26716e-159,3.5495288,"Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000225434.2","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"MRPL21",5,8.46474e-143,7.19258e-145,1.43458e-160,0.587433,"Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000197345.12","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"ZNF718",5,2.82182e-133,3.47426e-135,1.96033e-151,1.0724598,"Liver;Pancreas;Prostate;Stomach;Thyroid","ENSG00000250312.6","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"EXOSC6",5,1.61635e-131,4.92707e-134,2.69566e-153,0.6656776,"Lung;Ovary;Pancreas;Prostate;Stomach","ENSG00000223496.2","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"ATP6AP1L",5,3.50162e-131,4.55413e-133,2.94405e-148,1.0516372,"Ovary;Pancreas;Prostate;Stomach;Thyroid","ENSG00000205464.11","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"C1QL3",5,6.91762e-130,9.35678e-132,8.25603e-149,3.2224854,"Liver;Lung;Pancreas;Stomach;Thyroid","ENSG00000165985.9","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"CCDC18-AS1",5,4.00678e-128,5.83646e-130,5.99803e-147,1.27656,"Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000223745.7","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"GTF2A1L",5,4.10071e-125,1.53872e-127,5.02579e-146,4.104459,"Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000242441.7","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"RP5-1021I20.1",5,1.77572e-121,3.07929e-123,3.94443e-141,1.8540334,"Liver;Lung;Ovary;Prostate;Thyroid","ENSG00000259065.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"BTN3A2",5,3.78623e-120,7.09097e-122,9.4023e-141,2.7921582,"Liver;Lung;Prostate;Stomach;Thyroid","ENSG00000186470.13","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"CPNE1",5,5.06835e-120,2.12433e-122,3.37974e-138,1.003905,"Lung;Pancreas;Prostate;Stomach;Thyroid","ENSG00000214078.12","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"TRAP1",5,8.46671e-116,1.83527e-117,1.66407e-130,0.7572136,"Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000126602.10","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"WASH2P",5,3.4764e-114,8.01783e-116,1.74735e-128,0.8035908,"Liver;Lung;Ovary;Prostate;Thyroid","ENSG00000146556.14","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"AGAP4",5,4.17024e-114,9.69038e-116,4.42008e-131,0.984295,"Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000188234.13","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"ZNF559",5,3.56774e-113,8.47595e-115,3.27786e-129,1.3342244,"Lung;Ovary;Pancreas;Stomach;Thyroid","ENSG00000188321.13","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"NBPF26",5,2.12182e-109,5.92392e-111,1.91598e-125,1.6478946,"Liver;Lung;Ovary;Stomach;Thyroid","ENSG00000273136.6","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"LINC00680",5,4.10379e-108,1.24537e-109,9.13319e-125,0.963908,"Ovary;Pancreas;Prostate;Stomach;Thyroid","ENSG00000215190.9","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"RP11-661A12.5",5,3.56564e-107,2.44553e-109,3.48666e-121,3.4147206,"Liver;Lung;Ovary;Prostate;Stomach","ENSG00000254859.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"RP11-685N10.1",5,9.78635e-107,3.0547e-108,1.40727e-121,2.372878,"Lung;Ovary;Pancreas;Stomach;Thyroid","ENSG00000255893.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"HLA-DQB2",5,1.32785e-106,4.23683e-108,1.52847e-127,4.0837296,"Lung;Ovary;Pancreas;Stomach;Thyroid","ENSG00000232629.8","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"MGRN1",5,2.64212e-104,8.8427e-106,1.06216e-117,0.459687,"Lung;Ovary;Pancreas;Stomach;Thyroid","ENSG00000102858.12","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"FLVCR1-AS1",5,2.38932e-102,2.15464e-104,2.98443e-117,1.9386854,"Liver;Lung;Pancreas;Prostate;Stomach","ENSG00000198468.7","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"MRE11",5,1.94651e-89,3.1398e-91,3.78806e-102,0.4961,"Lung;Ovary;Pancreas;Prostate;Stomach","ENSG00000020922.12","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"DND1P1",5,2.55533e-88,4.54377e-90,4.26375e-104,3.5911626,"Liver;Lung;Ovary;Prostate;Stomach","ENSG00000264070.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"MRPL23",5,2.80787e-82,6.31235e-84,3.7563e-93,2.0937088,"Liver;Lung;Ovary;Prostate;Stomach","ENSG00000214026.10","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"C17orf97",5,8.81543e-82,1.0087e-84,8.31528e-93,1.864268,"Liver;Ovary;Pancreas;Prostate;Stomach","ENSG00000187624.8","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"EFCAB2",4,4.98951e-159,2.07656e-161,1.76163e-176,1.0323055,"Lung;Pancreas;Stomach;Thyroid","ENSG00000203666.12","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"SNX19",4,2.32436e-157,1.00767e-159,4.46297e-172,0.67046325,"Liver;Pancreas;Prostate;Thyroid","ENSG00000120451.10","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"RP11-98I9.4",4,5.84145e-145,4.55836e-147,3.56186e-165,1.0514125,"Lung;Prostate;Stomach;Thyroid","ENSG00000228506.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"AP006621.5",4,3.84929e-139,3.80479e-141,2.57283e-155,0.99683225,"Lung;Ovary;Prostate;Thyroid","ENSG00000255284.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"ZNF660",4,4.94731e-136,5.23328e-138,9.4374e-152,1.29849875,"Lung;Ovary;Prostate;Thyroid","ENSG00000144792.9","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"DNAJC15",4,4.1913e-135,1.17115e-137,6.68938e-152,1.12309475,"Liver;Lung;Pancreas;Stomach","ENSG00000120675.5","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"NBPF3",4,1.05475e-134,1.22546e-136,3.33683e-155,1.37631525,"Liver;Lung;Prostate;Thyroid","ENSG00000142794.18","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"TAMM41",4,3.44879e-128,4.96387e-130,2.24121e-145,0.74568325,"Pancreas;Prostate;Stomach;Thyroid","ENSG00000144559.10","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"LINC00339",4,4.09633e-128,1.45678e-130,2.0565e-146,0.7795735,"Lung;Ovary;Prostate;Stomach","ENSG00000218510.6","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"HSD17B12",4,3.6684e-127,5.4708e-129,1.09814e-141,0.82276975,"Lung;Prostate;Stomach;Thyroid","ENSG00000149084.12","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"NDUFS5",4,4.10071e-125,1.61459e-127,5.81989e-142,0.58223275,"Lung;Ovary;Prostate;Stomach","ENSG00000168653.10","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"KCTD21-AS1",4,8.92017e-125,1.43857e-126,3.75697e-141,1.4914605,"Ovary;Prostate;Stomach;Thyroid","ENSG00000246174.7","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"WDR18",4,1.14753e-122,1.93024e-124,3.51643e-137,0.83843225,"Ovary;Prostate;Stomach;Thyroid","ENSG00000065268.10","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"NMRK1",4,2.03011e-121,3.55562e-123,3.43734e-136,0.674666,"Lung;Prostate;Stomach;Thyroid","ENSG00000106733.20","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"APIP",4,9.51438e-120,1.83138e-121,1.42506e-132,0.945554,"Ovary;Prostate;Stomach;Thyroid","ENSG00000149089.12","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"AP000350.6",4,1.8976e-114,4.34364e-116,1.54919e-130,4.25832275,"Liver;Ovary;Prostate;Thyroid","ENSG00000225282.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"ZRSR2",4,1.47584e-113,3.45501e-115,8.07191e-130,0.51176675,"Liver;Lung;Prostate;Thyroid","ENSG00000169249.12","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"TUBBP5",4,5.28906e-113,1.29322e-114,4.45677e-125,4.22899025,"Pancreas;Prostate;Stomach;Thyroid","ENSG00000159247.13","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"CTC-459F4.1",4,3.96009e-111,1.03008e-112,1.4557e-128,2.048459,"Lung;Ovary;Stomach;Thyroid","ENSG00000261770.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"AC125232.1",4,3.50565e-110,9.30111e-112,1.99368e-126,0.886187,"Ovary;Prostate;Stomach;Thyroid","ENSG00000231259.4","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"CTB-171A8.1",4,8.38218e-110,2.29662e-111,2.52529e-123,2.8411175,"Lung;Pancreas;Stomach;Thyroid","ENSG00000266903.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"WFIKKN1",4,2.20661e-109,6.19891e-111,4.92615e-122,1.904724,"Ovary;Pancreas;Stomach;Thyroid","ENSG00000127578.6","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"RP11-274B21.4",4,2.49177e-108,7.37093e-110,5.03633e-123,0.817997,"Lung;Pancreas;Stomach;Thyroid","ENSG00000230715.3","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"SLC26A1",4,9.82868e-107,3.09904e-108,8.5982e-122,0.9622155,"Lung;Ovary;Prostate;Thyroid","ENSG00000145217.13","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"CBLN3",4,1.98467e-104,1.61328e-106,5.54338e-118,1.5537145,"Lung;Ovary;Prostate;Thyroid","ENSG00000139899.10","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"RP11-109L13.1",4,1.75764e-99,1.71895e-101,8.26644e-113,4.06428825,"Lung;Ovary;Prostate;Stomach","ENSG00000254851.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"TAPBPL",4,3.20455e-99,3.1747e-101,3.43958e-112,0.6781665,"Lung;Ovary;Pancreas;Stomach","ENSG00000139192.11","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"IGHMBP2",4,1.32089e-97,1.45958e-99,5.30771e-111,0.67261625,"Liver;Lung;Pancreas;Prostate","ENSG00000132740.8","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"GPX7",4,2.29403e-97,2.59317e-99,7.18103e-111,1.148808,"Liver;Lung;Pancreas;Stomach","ENSG00000116157.5","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"HLA-DQA2",4,1.78366e-95,2.22013e-97,2.85753e-114,4.22658875,"Liver;Lung;Prostate;Stomach","ENSG00000237541.3","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"ANAPC13",4,3.24447e-94,4.16204e-96,1.3043e-106,0.49580525,"Liver;Lung;Pancreas;Stomach","ENSG00000129055.12","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"TRIM52-AS1",4,9.87369e-93,1.30423e-94,1.77154e-105,0.771162,"Lung;Ovary;Pancreas;Stomach","ENSG00000248275.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"ZFP57",4,1.05383e-92,1.40541e-94,1.56769e-118,4.82809775,"Liver;Lung;Prostate;Stomach","ENSG00000204644.9","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"MAPK8IP1P1",4,1.61139e-91,2.27178e-93,6.32607e-115,4.49537925,"Liver;Lung;Ovary;Prostate","ENSG00000262500.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"NBR2",4,8.67343e-90,1.36601e-91,3.12809e-105,1.0352725,"Lung;Ovary;Prostate;Stomach","ENSG00000198496.10","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"FAHD1",4,7.52503e-89,1.28072e-90,6.59852e-102,1.031441,"Liver;Lung;Pancreas;Stomach","ENSG00000180185.11","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"NSFP1",4,1.29185e-81,2.98623e-83,2.16971e-95,3.2577475,"Liver;Lung;Prostate;Stomach","ENSG00000260075.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"FTSJ3",4,1.98712e-81,4.69437e-83,5.20432e-94,0.49616275,"Lung;Ovary;Pancreas;Stomach","ENSG00000108592.16","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"PKD1P5",4,8.34902e-66,4.08187e-68,5.94548e-76,3.6593775,"Liver;Ovary;Pancreas;Stomach","ENSG00000254681.6","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"SETD9",4,5.58089e-56,7.5342e-58,1.13235e-65,1.968698,"Ovary;Pancreas;Prostate;Stomach","ENSG00000155542.11","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"RP11-20I23.13",4,3.62989e-53,3.85141e-55,2.1233e-63,4.422592,"Liver;Ovary;Prostate;Stomach","ENSG00000261613.2","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"GTF2H2B",4,2.94649e-44,5.60895e-46,9.27656e-53,2.91291475,"Liver;Ovary;Prostate;Stomach","ENSG00000226259.10","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"SPATA20",3,1.17051e-162,1.18934e-165,1.76053e-178,0.736282,"Lung;Prostate;Stomach","ENSG00000006282.20","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"NBPF8",3,2.31398e-136,2.36748e-138,3.08589e-154,1.13001533333333,"Liver;Pancreas;Thyroid","ENSG00000270231.3","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"PALM3",3,1.43256e-134,1.68926e-136,1.05357e-148,2.552373,"Lung;Pancreas;Thyroid","ENSG00000187867.8","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"BTNL3",3,1.41216e-128,2.00804e-130,1.26627e-143,5.08484933333333,"Lung;Stomach;Thyroid","ENSG00000168903.8","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
