"Gene_Symbol","Gene_Name","MIM_Number","Entry_Title","Search_Term","Phenotype_Map","Inheritance","Entrez_GeneIDs","Ensembl_IDs","Source"
"PEX11B","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX12","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX13","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX14","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX14B","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX16","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX19","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX26","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX5","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX6","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PEX7","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PGK1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PGK1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PGK1P1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PHACTR1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PHACTR1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PHASE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PHOSPHORYLATION","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PHOSPHORYLATION","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PIGA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PIGA","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PIGB","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PIGB","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PIGP","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PIGP","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PIGQ","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PIGQ","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PIGS","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PIGS","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PLAAT3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PLASMA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PLATELET","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PLCB1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PLCB1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PLD3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PLD3","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PLD3","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PLEASANTNESS","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PNKD","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PNKD","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PNKD1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PNKD2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PNKD2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PNKP","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PNKP","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PNPT1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PNPT1","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PNPT1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POLG","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POLG2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POLRMT","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POLRMT","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POLYMERASE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POLYMICROGYRIA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POLYMICROGYRIA","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POLYPEPTIDE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POLYPEPTIDE","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POLYPEPTIDE","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POLYPEPTIDE","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POLYPEPTIDE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POTASSIUM","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"POTASSIUM","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PPP2R2B","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PPP2R2B","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PPP2R2B","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PPP3CA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PPP3CA","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PRKCG","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PRKCG","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PRKCG","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PRKRA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PRKRA","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROGRESSIVE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROGRESSIVE","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROGRESSIVE","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROGRESSIVE","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROGRESSIVE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROLINE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROLINE","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROLINE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROLINE-RICH","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROLINE-RICH","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROLINE-RICH","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PRORP","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PRORP","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROTEIN","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROTEIN","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROTEIN","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PROTEIN","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PRRT2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PRRT2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PRRT2","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PRRT2","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS104290","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS104290","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS104290","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS105210","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS105210","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS125310","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS125310","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS125310","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS125310","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS128100","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS128100","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS141500","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS141500","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS141500","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS141500","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS141500","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS157300","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS157300","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS157300","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS157300","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS157300","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS160120","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS160120","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS160120","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS160120","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS164400","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS164400","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS164400","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS175780","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS175780","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS178600","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS178600","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS187300","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS187300","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS213600","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS213600","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS214100","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS252350","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS308350","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS308350","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS600512","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS600512","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS600669","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS600669","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS600669","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS601764","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS601764","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS601764","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS603041","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS604348","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS606777","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS606777","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS609060","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS609060","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PS609192","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PSEUDOGENE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PTCD3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"PTCD3","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"QRSL1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"QRSL1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"QTL","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"QTL","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"QUINONE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"R11","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RAB3A","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RAB3A","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RAB3A","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RACEMASE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RECEPTOR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RECEPTOR","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RECESSIVE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RECURRENT","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RECURRENT","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"REDUCTASE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"REDUCTASE","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RELATED","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RELATED","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RELATED","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RELATED","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RELN","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RELN","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RESPIRATORY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RESPIRATORY","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RETINAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RHOBTB2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RHOBTB2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RICH","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RICH","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RICH","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RMND1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RMND1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RNA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RNF13","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RNF13","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RNF213","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RNU2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RNU2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RNU2-2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RNU2-2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RORB","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RORB","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RORB","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ROSAH","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RRM2B","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RRP12","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RRP12","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"RVCLS","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SAD","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SAD","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SAD","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SAMD9L","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SAMD9L","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SAMD9L","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SANDO","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA18","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA18","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA18","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA20","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA20","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA20","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA30","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA30","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA30","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA32","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA32","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA32","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA6","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA6","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA6","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA9","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA9","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCA9","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCAE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN1A","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN1A","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN1A","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN1A","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN1A","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN1B","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN1B","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN2A","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN2A","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN2A","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN2A","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN3A","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN3A","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN8A","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN8A","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN8A","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SCN8A","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SEASONAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SEASONAL","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SEASONAL","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SEIZURES","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SEIZURES","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SEIZURES","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SENSITIVITY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SENSORY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SEROTONIN","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SEROTONIN","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SEROTONIN","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SEXUAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SFXN4","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SFXN4","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SGCE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SGCE","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SHQ1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SHQ1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SIK1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SIK1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC12A5","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC12A5","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC12A5","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC13A5","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC13A5","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC16A1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC1A2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC1A2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC1A3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC1A3","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC1A3","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC1A3","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC20A2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC20A2","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC25A10","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC25A12","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC25A12","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC25A21","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC25A22","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC25A22","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC25A26","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC25A26","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC25A4","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC2A1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC2A1","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC2A1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC32A1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC32A1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC35A2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC35A2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC38A3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC38A3","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC6A4","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC6A4","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLC6A4","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SLEEP","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SMAD2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SMAD3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SMALL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SMALL","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SMC1A","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SMC1A","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SNAP25","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SNAP25","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SNF8","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SNF8","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
