"Gene_Symbol","Gene_Name","MIM_Number","Entry_Title","Search_Term","Phenotype_Map","Inheritance","Entrez_GeneIDs","Ensembl_IDs","Source"
"G-HMPSQC23JJ","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G-HMPSQC23JJ","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G-HMPSQC23JJ","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G31","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G40","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G40","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G40","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G40","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G40","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G43","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G43","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G43","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G43","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G43","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G44","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"G72","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABBR2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABBR2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRA1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRA1","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRA1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRA2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRA2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRA5","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRA5","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRB1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRB1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRB2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRB2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRB3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRB3","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRD","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRD","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRD","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRG2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GABRG2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GAD1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GAD1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GAL","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GAMMA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GANGLIA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GANGLIA","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GATB","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GATB","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GATC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GATC","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GATED","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GATED","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GATED","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GCH1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GCH1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GDF2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GDF2","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GENE-RELATED","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GENE-RELATED","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GENE-RELATED","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GENE-RELATED","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GENERALIZED","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GENERALIZED","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GENERALIZED","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GFM1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GFM1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GFM2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GFM2","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GLIAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GLS","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GLS","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GLUCOSE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GLUL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GLUL","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GLUT1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GLUT1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GLUT1DS2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GLUT1DS2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GLUTAMATE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GLUTAMINE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GNAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GNAL","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GNAO1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GNAO1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GOT2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GOT2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GRIN1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GRIN1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GRIN2B","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GRIN2B","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GRIN2D","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GRIN2D","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GRM1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GRM1","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GRM1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GROWTH","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GSN","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GSN","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GTPBP3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GTPBP3","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GTR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GTR","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GTR","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GTR","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GTR","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GUCY1A1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GUF1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GUF1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GUK1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GWAS","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GWAS","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GWAS","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GWAS","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"GWAS","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"H35","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"H47","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"H57","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HCN1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HCN1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HCN2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HCN2","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HCN2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HCN4","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HCN4","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HCN4","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEADACHE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEADACHE","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEMIFACIAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEMIPLEGIA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEMIPLEGIA","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEMIPLEGIA","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEMIPLEGIC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEMIPLEGIC","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEMIPLEGIC","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEMIPLEGIC","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEMIPLEGIC","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEMORRHAGIC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEMORRHAGIC","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEPATOCEREBRAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEREDITARY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEREDITARY","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HEREDITARY","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HFA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HGMD","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HGMD","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HGMD","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HGMD","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HGMD","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HHT1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HHT1","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HHT4","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HHT4","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HID1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HID1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HIGH","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HMPSQC23JJ","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HMPSQC23JJ","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HMPSQC23JJ","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HMPSQC23JJ","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HMPSQC23JJ","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HNRNPU","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HNRNPU","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HPCA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HPCA","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HPRD","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HPRD","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HPRD","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HPRD","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HPRD","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HSA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HTR1A","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HTR1F","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HTR2A","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HTR2A","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HTR2A","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HTRA1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HTRA1","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HTRA1","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HTRA1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"HYDROXYLASE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"I-CONVERTING","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"I67","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"I67","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"I67","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"I67","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"I78","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"I78","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IBGC4","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IBGC4","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IBGC5","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IBGC7","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD10CM","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD10CM","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD10CM","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD10CM","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD10CM","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD9CM","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD9CM","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD9CM","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD9CM","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ICD9CM","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IDIOPATHIC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IDIOPATHIC","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IDIOPATHIC","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IMPC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IMPC","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IMPC","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IMPC","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IMPC","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INCLUDED","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INCLUDED","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INCLUDED","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INCLUDED","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INCLUDED","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INFANTILE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INFANTILE","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INFANTILE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INFARCTS","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INFARCTS","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INFARCTS","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INFARCTS","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INSR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INSUFFICIENCY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INSUFFICIENCY","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"INSULIN","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"IRD","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ITPA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ITPA","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ITPR1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ITPR1","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ITPR1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"JAM2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"JAM2","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KAPPA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KAPPA-B","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNA1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNA1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNA1","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNA1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNA2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNA2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNB1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNB1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNC2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNC2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNC3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNC3","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNC3","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCND3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCND3","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCND3","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNH5","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNH5","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNK18","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNK18","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNK18","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNK18","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNK18","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNMA1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNMA1","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNMA1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNN2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNN2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNQ2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNQ2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNT1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNT1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNT2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCNT2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCTD17","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KCTD17","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KEGG","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KEGG","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KEGG","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KEGG","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KEGG","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KINASE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KINASE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KMT2B","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"KMT2B","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LDS6","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LEIGH","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LEUCINE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LEUKODYSTROPHY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LEUKODYSTROPHY","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LGI1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LGI1","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LGI1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LIG3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LIKE","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LIPODYSTROPHY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LOBE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LOBE","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LOEYS","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LOEYS-DIETZ","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LOVD","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LOVD","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LOVD","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LOVD","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LYRM4","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LYRM4","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LYZ","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"LYZ","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MAJOR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MAJOR","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MAJOR","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MALFORMATION","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"MANE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
