Gene,Database_Count,Databases,Confidence_Level
oncostatin-M,1,pubmed,Low
c-Jun,1,pubmed,Low
Cytochrome P450,1,pubmed,Low
TGF-beta,1,pubmed,Low
LAK,1,uniprot,Low
GNG2,1,uniprot,Low
TREK,1,uniprot,Low
HTR1EL,1,uniprot,Low
TRIK,1,uniprot,Low
TREK2,1,uniprot,Low
TRIM5,1,uniprot,Low
G19P1,1,uniprot,Low
NAC1,1,uniprot,Low
CACH4,1,uniprot,Low
FGF1,1,pubmed,Low
GLAST,1,uniprot,Low
KIAA0778,1,uniprot,Low
GLAST1,1,uniprot,Low
HCKID,1,uniprot,Low
RNF88,1,uniprot,Low
KIAA1527,1,uniprot,Low
CACN3,1,uniprot,Low
tyrosine kinase,1,pubmed,Low
K2P,1,pubmed,Low
metadherin,1,pubmed,Low
ND3,1,pubmed,Low
SCN1,1,uniprot,Low
ER,1,pubmed,Low
tumor necrosis factor,1,pubmed,Low
ADH,1,pubmed,Low
nitric oxide synthase-3,1,pubmed,Low
CASQ 1,1,pubmed,Low
PLCbeta,1,pubmed,Low
estrogen receptor 1,1,pubmed,Low
cyclin-dependent kinase 8,1,pubmed,Low
INHBB,1,pubmed,Low
tumor necrosis factor-beta,1,pubmed,Low
GSTM2,1,pubmed,Low
p31.1,1,pubmed,Low
iNOS,1,pubmed,Low
5HTT,1,pubmed,Low
phosphatase and actin regulator 1,1,pubmed,Low
hsa-miR-144-,1,pubmed,Low
Calsequestrin 2,1,pubmed,Low
hsa-miR-326,1,pubmed,Low
SRP14,1,pubmed,Low
AS1,1,pubmed,Low
ATIII,1,pubmed,Low
tumor necrosis factor alpha,1,pubmed,Low
SERPIN A6,1,pubmed,Low
GABA A receptors type epsilon,1,pubmed,Low
c-Fos,1,pubmed,Low
angiotensin I-converting enzyme,1,pubmed,Low
MHC,1,pubmed,Low
serotonin 5-HT2C receptor,1,pubmed,Low
IL-1beta,1,pubmed,Low
paraoxonase,1,pubmed,Low
Cav2.1,1,pubmed,Low
tryptophan hydroxylase 2,1,pubmed,Low
ARID3A.,1,pubmed,Low
KCN J10,1,pubmed,Low
PC,1,pubmed,Low
glutathione S-transferase M1,1,pubmed,Low
fibroblast growth factor-23,1,pubmed,Low
Catechol-O-methyltransferase,1,pubmed,Low
EMR1,1,pubmed,Low
"RND3,GCA",1,pubmed,Low
ps3,1,pubmed,Low
Fas Ligand,1,pubmed,Low
Cacna1g,1,pubmed,Low
Cav 2.3,1,pubmed,Low
inducible NO synthase,1,pubmed,Low
BANP,1,pubmed,Low
angiotensin I converting enzyme,1,pubmed,Low
ADH3,1,pubmed,Low
cacophony,1,pubmed,Low
CBG,1,pubmed,Low
alpha(2B)-adrenergic receptor,1,pubmed,Low
5-HT2C receptor,1,pubmed,Low
Cyclooxygenase-2,1,pubmed,Low
transforming growth factor beta,1,pubmed,Low
Prothrombin,1,pubmed,Low
prolactin,1,pubmed,Low
tyrosine-hydroxylase,1,pubmed,Low
progesterone receptor,1,pubmed,Low
proline-rich transmenbrane protein 2,1,pubmed,Low
CREB,1,pubmed,Low
AST,1,pubmed,Low
Monoamine oxidase A and B,1,pubmed,Low
Fos,1,pubmed,Low
esterase-D,1,pubmed,Low
LDL receptor,1,pubmed,Low
ryanodine receptor,1,pubmed,Low
ANKDD1B.,1,pubmed,Low
Paraoxonase-1,1,pubmed,Low
Tumor necrosis factor-alpha,1,pubmed,Low
beta-catenin,1,pubmed,Low
Clock,1,pubmed,Low
Mmp7,1,pubmed,Low
ADH 1B,1,pubmed,Low
low-density lipoprotein receptor-related protein 1,1,pubmed,Low
hsa-miR-424,1,pubmed,Low
Serpine1,1,pubmed,Low
PON-1,1,pubmed,Low
endothelial nitric oxide synthase,1,pubmed,Low
PiT-2,1,pubmed,Low
ERK,1,pubmed,Low
LDL receptor-related protein 1,1,pubmed,Low
HYOU1,1,pubmed,Low
endothelial NO synthase,1,pubmed,Low
KCNS3,1,pubmed,Low
TNFB,1,pubmed,Low
PNR,1,pubmed,Low
neuropilin 1,1,pubmed,Low
matrix metallopeptidase 16,1,pubmed,Low
5-HTT,1,pubmed,Low
thrombin,1,pubmed,Low
Casq2,1,pubmed,Low
endothelin 1,1,pubmed,Low
Rps12,1,pubmed,Low
androgen receptor,1,pubmed,Low
VCAM 1,1,pubmed,Low
MTTA,1,pubmed,Low
Angiotensin-converting enzyme,1,pubmed,Low
MAO-B,1,pubmed,Low
epidermal growth factor,1,pubmed,Low
RyR,1,pubmed,Low
RHAG,1,pubmed,Low
alpha2,1,pubmed,Low
PALMD,1,pubmed,Low
LDL receptor related protein 1,1,pubmed,Low
5-HTTLPR,1,pubmed,Low
IP3 receptor,1,pubmed,Low
dopamine beta hydroxylase,1,pubmed,Low
SCN1A.,1,pubmed,Low
ACTH,1,pubmed,Low
methylenetetrahydrofolate reductase,1,pubmed,Low
endothelin-1,1,pubmed,Low
BMF,1,pubmed,Low
APOA1BP,1,pubmed,Low
CaV2.1,1,pubmed,Low
CSF1,1,pubmed,Low
endothelin receptor type B,1,pubmed,Low
Notch3,1,pubmed,Low
KCNJ5,1,pubmed,Low
Rps29,1,pubmed,Low
CDK4,1,pubmed,Low
IL- 1beta,1,pubmed,Low
Nppb,1,pubmed,Low
C7orf10,1,pubmed,Low
serotonin receptor 1B,1,pubmed,Low
tetraspanin 2,1,pubmed,Low
Transient receptor potential melastatin 8,1,pubmed,Low
GluR4,1,pubmed,Low
hsa-miR-122,1,pubmed,Low
P-glycoprotein,1,pubmed,Low
HDC,1,pubmed,Low
HOXA10,1,pubmed,Low
miR-146b,1,pubmed,Low
PGC-1alpha,1,pubmed,Low
calcium channel auxiliary beta subunit,1,pubmed,Low
C-X-C motif chemokine 11,1,pubmed,Low
R3HDML,1,pubmed,Low
tumor necrosis factor (TNF),1,pubmed,Low
RORalpha,1,pubmed,Low
USMG5,1,pubmed,Low
syntaxin 1A.,1,pubmed,Low
vitamin D binding protein,1,pubmed,Low
dual specificity phosphatase 9,1,pubmed,Low
miR-375,1,pubmed,Low
DEAD-Box helicase 1,1,pubmed,Low
monoamine oxidase A,1,pubmed,Low
hsa-miR-34a-,1,pubmed,Low
angiotensin-converting enzyme,1,pubmed,Low
NR1D1,1,pubmed,Low
TNFalpha,1,pubmed,Low
CORIN,1,pubmed,Low
methionine synthase reductase,1,pubmed,Low
Gabbr1,1,pubmed,Low
serotonin receptor 6,1,pubmed,Low
5'-10'-methylenetetrahydrofolate reductase,1,pubmed,Low
phosphoglucomutase 1,1,pubmed,Low
beta1,1,pubmed,Low
G protein beta3,1,pubmed,Low
hsa-miR-629,1,pubmed,Low
nerve growth factor receptor,1,pubmed,Low
hsa-miR-25-,1,pubmed,Low
miR-363-,1,pubmed,Low
OCT1,1,pubmed,Low
INPP5B.,1,pubmed,Low
Rpl17,1,pubmed,Low
neuromedin-U,1,pubmed,Low
Th,1,pubmed,Low
COX2,1,pubmed,Low
dopamine transporter,1,pubmed,Low
ADH2,1,pubmed,Low
TNFRSF21,1,pubmed,Low
5-HT2A receptor,1,pubmed,Low
PDCD6IP,1,pubmed,Low
Vascular endothelial growth factor,1,pubmed,Low
PPP1CC,1,pubmed,Low
Vasoactive Intestinal Polypeptide Receptor 2,1,pubmed,Low
serotonin transporter,1,pubmed,Low
KCNQ3,1,pubmed,Low
methyl CpG binding protein 2,1,pubmed,Low
eNOS,1,pubmed,Low
factor V Leiden,1,pubmed,Low
CLVS2,1,pubmed,Low
hsa-miR-221,1,pubmed,Low
IL-15,1,pubmed,Low
DRD(2),1,pubmed,Low
ubiquitin-specific peptidase 26,1,pubmed,Low
HMG-CoA reductase,1,pubmed,Low
inducible nitric oxide synthase,1,pubmed,Low
CHGA,1,pubmed,Low
Trace Amine-Associated Receptor 1,1,pubmed,Low
C-reactive protein,1,pubmed,Low
WNT4,1,pubmed,Low
ACVR2A,1,pubmed,Low
MER,1,pubmed,Low
Fc receptor-like protein 4,1,pubmed,Low
5HT6,1,pubmed,Low
tyrosine hydroxylase,1,pubmed,Low
MAO-A and -B,1,pubmed,Low
hsa-miR-485,1,pubmed,Low
hsa-miR-29b-2,1,pubmed,Low
low-density lipoprotein receptor,1,pubmed,Low
TIMP3,1,pubmed,Low
Pituitary adenylate cyclase-activating polypeptide,1,pubmed,Low
ApoE,1,pubmed,Low
COX1,1,pubmed,Low
Nicotinamide-N-Methyltransferase,1,pubmed,Low
pol-gamma,1,pubmed,Low
NMNAT2,1,pubmed,Low
LIMA1,1,pubmed,Low
IL-18R1,1,pubmed,Low
GPR58,1,pubmed,Low
GC Globulin,1,pubmed,Low
Catechol-O-Methyltransferase,1,pubmed,Low
proinsulin,1,pubmed,Low
Nav1.8,1,pubmed,Low
zinc finger protein 555,1,pubmed,Low
MRPL49P1,1,pubmed,Low
monocyte chemoattractant protein-1,1,pubmed,Low
COL4A3BP,1,pubmed,Low
apolipoprotein B,1,pubmed,Low
beta-nerve growth factor,1,pubmed,Low
oxytocin receptor,1,pubmed,Low
HTR3C,1,pubmed,Low
CYTB,1,pubmed,Low
Rpl10,1,pubmed,Low
COX3,1,pubmed,Low
urocortin 3,1,pubmed,Low
Rpl22l1,1,pubmed,Low
SNARE,1,pubmed,Low
MAP2K1,1,opentargets,Low
DDX49,1,opentargets,Low
P2RY2,1,opentargets,Low
PAX5,1,opentargets,Low
NF2,1,opentargets,Low
GCG,1,opentargets,Low
MRGPRX1,1,opentargets,Low
NKAIN2,1,opentargets,Low
RNF214,1,opentargets,Low
CHPT1,1,opentargets,Low
FGR,1,opentargets,Low
ENPP7P1,1,opentargets,Low
ALDH2,1,opentargets,Low
GALNS,1,opentargets,Low
UBL3,1,opentargets,Low
PLGLB2,1,opentargets,Low
COCH,1,opentargets,Low
VAMP8,1,opentargets,Low
STAT3,1,opentargets,Low
GC,1,opentargets,Low
MMP7,1,opentargets,Low
DNAL4,1,opentargets,Low
LGALS1,1,opentargets,Low
GGTLC1,1,opentargets,Low
SCARF2,1,opentargets,Low
SLC38A10,1,opentargets,Low
SLC12A3,1,opentargets,Low
H1-5,1,opentargets,Low
NDUFB1,1,opentargets,Low
DHX36,1,opentargets,Low
NQO1,1,opentargets,Low
LCN1,1,opentargets,Low
NCAM1,1,opentargets,Low
NR2F1,1,opentargets,Low
SLPI,1,opentargets,Low
MRGPRX3,1,opentargets,Low
RENBP,1,opentargets,Low
CTLA4,1,opentargets,Low
ANGPTL3,1,opentargets,Low
MYO16,1,opentargets,Low
UCP2,1,opentargets,Low
IFT122,1,opentargets,Low
RP1,1,opentargets,Low
ERCC2,1,opentargets,Low
TLR7,1,opentargets,Low
DHDDS,1,opentargets,Low
HEPH,1,opentargets,Low
PRKN,1,opentargets,Low
MT1IP,1,opentargets,Low
ITGB2,1,opentargets,Low
MPLKIP,1,opentargets,Low
NRBF2,1,opentargets,Low
CD28,1,opentargets,Low
DAGLA,1,opentargets,Low
EFNB2,1,opentargets,Low
CAMK2G,1,opentargets,Low
ABCB1,1,opentargets,Low
ZNF800,1,opentargets,Low
SCAPER,1,opentargets,Low
IMP4,1,opentargets,Low
TRIM31,1,opentargets,Low
ATP8A2,1,opentargets,Low
FAM124B,1,opentargets,Low
CACNG4,1,opentargets,Low
DNMBP,1,opentargets,Low
NDUFB3,1,opentargets,Low
SCTR,1,opentargets,Low
PLA2G7,1,opentargets,Low
MT3,1,opentargets,Low
TSPAN18,1,opentargets,Low
TOM1L2,1,opentargets,Low
UROD,1,opentargets,Low
ENTPD1,1,opentargets,Low
CHLSN,1,opentargets,Low
CD19,1,opentargets,Low
NTS,1,opentargets,Low
ATXN2L,1,opentargets,Low
SOCS1,1,opentargets,Low
SULT2B1,1,opentargets,Low
BDNF,1,opentargets,Low
TSPO,1,opentargets,Low
DGKI,1,opentargets,Low
MRPS21,1,opentargets,Low
FKTN,1,opentargets,Low
ENSG00000251605,1,opentargets,Low
MYLK2,1,opentargets,Low
RHOJ,1,opentargets,Low
NEU2,1,opentargets,Low
DMBX1,1,opentargets,Low
CYBB,1,opentargets,Low
MS4A1,1,opentargets,Low
CAMK2B,1,opentargets,Low
GJE1,1,opentargets,Low
MAP1B,1,opentargets,Low
NECTIN1,1,opentargets,Low
FOXK2,1,opentargets,Low
NPEPPS,1,opentargets,Low
ERCC6,1,opentargets,Low
CNTN4,1,opentargets,Low
RFC4,1,opentargets,Low
HRH2,1,opentargets,Low
UBE3A,1,opentargets,Low
MANEA,1,opentargets,Low
SCNN1A,1,opentargets,Low
IGFBP6,1,opentargets,Low
CSF2,1,opentargets,Low
PPY,1,opentargets,Low
GAD2,1,opentargets,Low
CD79A,1,opentargets,Low
BMERB1,1,opentargets,Low
NLRP2,1,opentargets,Low
NUP42,1,opentargets,Low
APEX1,1,opentargets,Low
RAPH1,1,opentargets,Low
TBC1D9,1,opentargets,Low
KATNB1,1,opentargets,Low
CXCR1,1,opentargets,Low
BBS1,1,opentargets,Low
CYP24A1,1,opentargets,Low
GRM8,1,opentargets,Low
PDCD1,1,opentargets,Low
SHANK1,1,opentargets,Low
PPM1H,1,opentargets,Low
CYP4B1,1,opentargets,Low
CYP2W1,1,opentargets,Low
POU2F2,1,opentargets,Low
CRH,1,opentargets,Low
NDUFS8,1,opentargets,Low
GLRA3,1,opentargets,Low
MAPK8,1,opentargets,Low
MZF1,1,opentargets,Low
P2RY12,1,opentargets,Low
KLF6,1,opentargets,Low
TF,1,opentargets,Low
SLC6A6,1,opentargets,Low
PTPRC,1,opentargets,Low
IL33,1,opentargets,Low
ENKD1,1,opentargets,Low
WBP2NL,1,opentargets,Low
TNNT2,1,opentargets,Low
TYRP1,1,opentargets,Low
MPHOSPH9,1,opentargets,Low
TNFRSF1B,1,opentargets,Low
ABAT,1,opentargets,Low
KCNA3,1,opentargets,Low
KNG1,1,opentargets,Low
TAF8,1,opentargets,Low
ABCG8,1,opentargets,Low
PRF1,1,opentargets,Low
THRB,1,opentargets,Low
UBB,1,opentargets,Low
TYR,1,opentargets,Low
AGO2,1,opentargets,Low
ASRGL1,1,opentargets,Low
ELFN1,1,opentargets,Low
NOX4,1,opentargets,Low
MUC16,1,opentargets,Low
CPT1A,1,opentargets,Low
IDO1,1,opentargets,Low
PRKG2,1,opentargets,Low
NOMO1,1,opentargets,Low
PLB1,1,opentargets,Low
CYP3A5,1,opentargets,Low
CERS1,1,opentargets,Low
APTX,1,opentargets,Low
ITGAD,1,opentargets,Low
RNF130,1,opentargets,Low
LRRC8A,1,opentargets,Low
CPE,1,opentargets,Low
WDSUB1,1,opentargets,Low
PSAP,1,opentargets,Low
NPC1,1,opentargets,Low
ENPP2,1,opentargets,Low
DPP3,1,opentargets,Low
AK4,1,opentargets,Low
P2RX6,1,opentargets,Low
SCT,1,opentargets,Low
FMO5,1,opentargets,Low
DMRTA2,1,opentargets,Low
IL18R1,1,opentargets,Low
CEACAM3,1,opentargets,Low
POU3F1,1,opentargets,Low
TESC,1,opentargets,Low
RLN3,1,opentargets,Low
BHLHE41,1,opentargets,Low
RAMP2,1,opentargets,Low
ACKR5,1,opentargets,Low
IKBKG,1,opentargets,Low
DDC,1,opentargets,Low
KARS1,1,opentargets,Low
PMAIP1,1,opentargets,Low
PTEN,1,opentargets,Low
PIAS1,1,opentargets,Low
SSTR3,1,opentargets,Low
CCL18,1,opentargets,Low
NPY4R,1,opentargets,Low
PSEN1,1,opentargets,Low
SS18,1,opentargets,Low
NEFL,1,opentargets,Low
PANX2,1,opentargets,Low
CXCL13,1,opentargets,Low
MAPK1,1,opentargets,Low
AHNAK2,1,opentargets,Low
PAFAH1B1,1,opentargets,Low
ADCY1,1,opentargets,Low
CHKB,1,opentargets,Low
PDIK1L,1,opentargets,Low
NDUFB10,1,opentargets,Low
BTG3,1,opentargets,Low
PTGFR,1,opentargets,Low
ABCC8,1,opentargets,Low
HDAC3,1,opentargets,Low
PCDH15,1,opentargets,Low
CDH1,1,opentargets,Low
PACSIN3,1,opentargets,Low
SLC17A5,1,opentargets,Low
SPATA2,1,opentargets,Low
C5,1,opentargets,Low
HK1,1,opentargets,Low
DDIAS,1,opentargets,Low
POU3F2,1,opentargets,Low
S1PR1,1,opentargets,Low
CNOT11,1,opentargets,Low
NBL1,1,opentargets,Low
ETV4,1,opentargets,Low
GPR158,1,opentargets,Low
MT1X,1,opentargets,Low
ENO4,1,opentargets,Low
ZNF66,1,opentargets,Low
CCL2,1,opentargets,Low
CRBN,1,opentargets,Low
SCAI,1,opentargets,Low
TENT5C,1,opentargets,Low
F2,1,opentargets,Low
BCHE,1,opentargets,Low
HPGDS,1,opentargets,Low
NRG1,1,opentargets,Low
DAO,1,opentargets,Low
TBC1D32,1,opentargets,Low
IDO2,1,opentargets,Low
GATA4,1,opentargets,Low
PRNP,1,opentargets,Low
CACNA1S,1,opentargets,Low
DUSP2,1,opentargets,Low
CRCP,1,opentargets,Low
SPATA17,1,opentargets,Low
HMGA2,1,opentargets,Low
CDK13,1,opentargets,Low
ANP32B,1,opentargets,Low
SUN1,1,opentargets,Low
CASQ1,1,opentargets,Low
PHACTR3,1,opentargets,Low
DIAPH3,1,opentargets,Low
ROBO1,1,opentargets,Low
CMAHP,1,opentargets,Low
THPO,1,opentargets,Low
NTM,1,opentargets,Low
TRIM27,1,opentargets,Low
DIO3,1,opentargets,Low
COL1A1,1,opentargets,Low
IL1B,1,opentargets,Low
AMY1A,1,opentargets,Low
BMS1,1,opentargets,Low
SMIM38,1,opentargets,Low
ADH4,1,opentargets,Low
DST,1,opentargets,Low
RIC8A,1,opentargets,Low
TMEM171,1,opentargets,Low
PLP1,1,opentargets,Low
IGF2BP2,1,opentargets,Low
PRTN3,1,opentargets,Low
DLX3,1,opentargets,Low
CD8A,1,opentargets,Low
CXCR5,1,opentargets,Low
CD274,1,opentargets,Low
MSX2,1,opentargets,Low
UTP11,1,opentargets,Low
G6PD,1,opentargets,Low
GPRC6A,1,opentargets,Low
TANC1,1,opentargets,Low
B3GALNT1,1,opentargets,Low
TBC1D12,1,opentargets,Low
VEGFB,1,opentargets,Low
UTP3,1,opentargets,Low
ADA,1,opentargets,Low
KIF26A,1,opentargets,Low
CCDC201,1,opentargets,Low
ADGRG1,1,opentargets,Low
CCK,1,opentargets,Low
PRICKLE2,1,opentargets,Low
KIAA1217,1,opentargets,Low
MT1B,1,opentargets,Low
CP,1,opentargets,Low
AVIL,1,opentargets,Low
ARC,1,opentargets,Low
MAPKAP1,1,opentargets,Low
VLDLR,1,opentargets,Low
TALDO1,1,opentargets,Low
NADK2,1,opentargets,Low
MAEA,1,opentargets,Low
CCR4,1,opentargets,Low
MTPN,1,opentargets,Low
UNC13B,1,opentargets,Low
KIF1A,1,opentargets,Low
PSMA6,1,opentargets,Low
TMX3,1,opentargets,Low
YJEFN3,1,opentargets,Low
MOK,1,opentargets,Low
GDF5,1,opentargets,Low
RUBCN,1,opentargets,Low
AQP2,1,opentargets,Low
CAMKMT,1,opentargets,Low
COASY,1,opentargets,Low
BFAR,1,opentargets,Low
ENO2,1,opentargets,Low
AGPS,1,opentargets,Low
SERPINB5,1,opentargets,Low
GPR37L1,1,opentargets,Low
CACNG7,1,opentargets,Low
NDUFB9,1,opentargets,Low
NDUFS3,1,opentargets,Low
GPAT2,1,opentargets,Low
C5AR1,1,opentargets,Low
DNASE1L3,1,opentargets,Low
PKD1L3,1,opentargets,Low
ITLN1,1,opentargets,Low
CLU,1,opentargets,Low
STXBP6,1,opentargets,Low
F11R,1,opentargets,Low
SDHA,1,opentargets,Low
UTS2R,1,opentargets,Low
CACNA2D4,1,opentargets,Low
VWA8,1,opentargets,Low
PPBP,1,opentargets,Low
FLVCR2,1,opentargets,Low
GSDMA,1,opentargets,Low
CA6,1,opentargets,Low
ANXA3,1,opentargets,Low
SMG1,1,opentargets,Low
SAP18,1,opentargets,Low
IL6ST,1,opentargets,Low
INSM2,1,opentargets,Low
AVPR1B,1,opentargets,Low
NDUFV1,1,opentargets,Low
FZD4,1,opentargets,Low
MZB1,1,opentargets,Low
EGR1,1,opentargets,Low
TAS1R1,1,opentargets,Low
P2RX2,1,opentargets,Low
CALM2,1,opentargets,Low
PITPNM2,1,opentargets,Low
MARK2,1,opentargets,Low
SIRT2,1,opentargets,Low
MAGEE2,1,opentargets,Low
ADORA1,1,opentargets,Low
AGRN,1,opentargets,Low
PARN,1,opentargets,Low
IGHD2-15,1,opentargets,Low
BTN3A1,1,opentargets,Low
NDUFA13,1,opentargets,Low
NDUFS7,1,opentargets,Low
GEM,1,opentargets,Low
ZIC2,1,opentargets,Low
DCTN4,1,opentargets,Low
NR1I2,1,opentargets,Low
NDUFS4,1,opentargets,Low
NPDC1,1,opentargets,Low
F8,1,opentargets,Low
TMEM132A,1,opentargets,Low
TRH,1,opentargets,Low
STATH,1,opentargets,Low
DPP7,1,opentargets,Low
DGKG,1,opentargets,Low
CDC123,1,opentargets,Low
KAT5,1,opentargets,Low
TMEM37,1,opentargets,Low
GRIK2,1,opentargets,Low
GPR146,1,opentargets,Low
KCNJ6,1,opentargets,Low
CLDN5,1,opentargets,Low
MAP3K4,1,opentargets,Low
ABCA2,1,opentargets,Low
PSMB5,1,opentargets,Low
FN1,1,opentargets,Low
NDUFC2,1,opentargets,Low
PIK3CG,1,opentargets,Low
CAP1,1,opentargets,Low
H3C14,1,opentargets,Low
HPSE,1,opentargets,Low
CCKAR,1,opentargets,Low
CCL5,1,opentargets,Low
RPL17,1,opentargets,Low
GCK,1,opentargets,Low
PTGFRN,1,opentargets,Low
RAB11FIP1,1,opentargets,Low
PPARD,1,opentargets,Low
FGFBP3,1,opentargets,Low
SIRT3,1,opentargets,Low
OXTR,1,opentargets,Low
NAT10,1,opentargets,Low
SLC17A7,1,opentargets,Low
ADRB2,1,opentargets,Low
HHIPL1,1,opentargets,Low
TRPC5,1,opentargets,Low
HAUS3,1,opentargets,Low
ECE1,1,opentargets,Low
EGLN2,1,opentargets,Low
UNC5D,1,opentargets,Low
RAD51B,1,opentargets,Low
PTMA,1,opentargets,Low
SCN7A,1,opentargets,Low
B3GAT1,1,opentargets,Low
HTT,1,opentargets,Low
ADGRG7,1,opentargets,Low
ACHE,1,opentargets,Low
HSPA4,1,opentargets,Low
SIX5,1,opentargets,Low
IL15,1,opentargets,Low
VEGFA,1,opentargets,Low
ACOX2,1,opentargets,Low
BID,1,opentargets,Low
ATP6V0A2,1,opentargets,Low
SNCG,1,opentargets,Low
IKBKGP1,1,opentargets,Low
HRH1,1,opentargets,Low
CXCL12,1,opentargets,Low
PIK3C2A,1,opentargets,Low
NDUFV2,1,opentargets,Low
AMY2B,1,opentargets,Low
GRM2,1,opentargets,Low
CERT1,1,opentargets,Low
HPD,1,opentargets,Low
VSX1,1,opentargets,Low
CAPRIN2,1,opentargets,Low
ELANE,1,opentargets,Low
TJP1,1,opentargets,Low
NDUFA8,1,opentargets,Low
LUC7L3,1,opentargets,Low
SRRM3,1,opentargets,Low
SULT4A1,1,opentargets,Low
HGS,1,opentargets,Low
PPIG,1,opentargets,Low
DDX41,1,opentargets,Low
INS,1,opentargets,Low
ANK3,1,opentargets,Low
ABI3BP,1,opentargets,Low
PCDH12,1,opentargets,Low
MCTS1,1,opentargets,Low
EXOSC2,1,opentargets,Low
PRB2,1,opentargets,Low
ADRA1A,1,opentargets,Low
TERF2IP,1,opentargets,Low
CEACAM7,1,opentargets,Low
DNAH12,1,opentargets,Low
IL6,1,opentargets,Low
SSTR1,1,opentargets,Low
GMCL1,1,opentargets,Low
ERBB2,1,opentargets,Low
CDK8,1,opentargets,Low
METTL3,1,opentargets,Low
ZKSCAN8P1,1,opentargets,Low
TCN2,1,opentargets,Low
B3GNT2,1,opentargets,Low
PICALM,1,opentargets,Low
TRAF6,1,opentargets,Low
IGF1,1,opentargets,Low
SIX6,1,opentargets,Low
DBI,1,opentargets,Low
IL6R,1,opentargets,Low
IL2RA,1,opentargets,Low
CD7,1,opentargets,Low
RB1,1,opentargets,Low
SYT1,1,opentargets,Low
GDF10,1,opentargets,Low
GATA6,1,opentargets,Low
RERG,1,opentargets,Low
NDUFAB1,1,opentargets,Low
DENR,1,opentargets,Low
MRAP,1,opentargets,Low
CGAS,1,opentargets,Low
PRKCA,1,opentargets,Low
RPTOR,1,opentargets,Low
MORC2,1,opentargets,Low
USP36,1,opentargets,Low
PLEKHM1,1,opentargets,Low
CFH,1,opentargets,Low
RIPOR1,1,opentargets,Low
SPRY4,1,opentargets,Low
CIMAP1A,1,opentargets,Low
ITIH4,1,opentargets,Low
DDX1,1,opentargets,Low
BDH2,1,opentargets,Low
ADAMTS5,1,opentargets,Low
OCA2,1,opentargets,Low
DOCK3,1,opentargets,Low
NOMO2,1,opentargets,Low
ASIC1,1,opentargets,Low
RIT1,1,opentargets,Low
ISG20,1,opentargets,Low
PHB2,1,opentargets,Low
ADIPOQ,1,opentargets,Low
CACNA2D3,1,opentargets,Low
PITX2,1,opentargets,Low
NTF3,1,opentargets,Low
CENPM,1,opentargets,Low
DCDC1,1,opentargets,Low
OPN4,1,opentargets,Low
HMOX1,1,opentargets,Low
EPB41,1,opentargets,Low
STS,1,opentargets,Low
CDH5,1,opentargets,Low
DBP,1,opentargets,Low
COXFA4L2,1,opentargets,Low
IGHM,1,opentargets,Low
ALDH7A1,1,opentargets,Low
SCNN1G,1,opentargets,Low
FCGR3B,1,opentargets,Low
KANSL1,1,opentargets,Low
MMP9,1,opentargets,Low
CD40LG,1,opentargets,Low
HNF4A,1,opentargets,Low
PRKACA,1,opentargets,Low
SMPD1,1,opentargets,Low
ATOH8,1,opentargets,Low
TACC3,1,opentargets,Low
GCOM1,1,opentargets,Low
ADM2,1,opentargets,Low
MTR,1,opentargets,Low
PDGFD,1,opentargets,Low
GLA,1,opentargets,Low
NDUFAF4,1,opentargets,Low
CXCL10,1,opentargets,Low
CX3CL1,1,opentargets,Low
ALDH5A1,1,opentargets,Low
KRIT1,1,opentargets,Low
GFOD1,1,opentargets,Low
CEBPZ,1,opentargets,Low
FMR1,1,opentargets,Low
SLC7A2,1,opentargets,Low
SERPINB6,1,opentargets,Low
UBXN11,1,opentargets,Low
AMY2A,1,opentargets,Low
P2RY1,1,opentargets,Low
CREBBP,1,opentargets,Low
CACNG3,1,opentargets,Low
ADORA3,1,opentargets,Low
TICAM1,1,opentargets,Low
ITGB3,1,opentargets,Low
GPR35,1,opentargets,Low
AKT2,1,opentargets,Low
DTL,1,opentargets,Low
CPT2,1,opentargets,Low
ATXN7L1,1,opentargets,Low
TRIQK,1,opentargets,Low
PRKCE,1,opentargets,Low
FAM85B,1,opentargets,Low
NDUFA9,1,opentargets,Low
DAPK2,1,opentargets,Low
TAC1,1,opentargets,Low
ANGPTL1,1,opentargets,Low
FANCD2,1,opentargets,Low
FGGY,1,opentargets,Low
FZD5,1,opentargets,Low
F11,1,opentargets,Low
ADCY2,1,opentargets,Low
CALCIFICATION,1,omim,Low
RFC2,1,opentargets,Low
HADHA,1,opentargets,Low
SLC34A1,1,opentargets,Low
NT5E,1,opentargets,Low
RUNX1T1,1,opentargets,Low
KRT76,1,opentargets,Low
MKNK1,1,opentargets,Low
KCNK3,1,opentargets,Low
PRDM6,1,opentargets,Low
CD70,1,opentargets,Low
GDF1,1,opentargets,Low
GIT2,1,opentargets,Low
PLAG1,1,opentargets,Low
PLAT,1,opentargets,Low
AIMP2,1,opentargets,Low
STAT1,1,opentargets,Low
NPFFR2,1,opentargets,Low
RGS7BP,1,opentargets,Low
MTNR1A,1,opentargets,Low
BRSK2,1,opentargets,Low
TIE1,1,opentargets,Low
HSPA5,1,opentargets,Low
NOB1,1,opentargets,Low
ALG1L13P,1,opentargets,Low
HEATR1,1,opentargets,Low
ENSG00000269707,1,opentargets,Low
LNPEP,1,opentargets,Low
CA1,1,opentargets,Low
ATP5MK,1,opentargets,Low
