Gene,Database_Count,Databases,Confidence_Level
NEMP1,1,gwasrapidd,Low
LRRC37A15P,1,gwasrapidd,Low
LINC03010,1,gwasrapidd,Low
LOC124901262,1,gwasrapidd,Low
THUMPD3P1,1,gwasrapidd,Low
RPF2P1,1,gwasrapidd,Low
RAET1E,1,gwasrapidd,Low
RPS26P39,1,gwasrapidd,Low
RNU7-165P,1,gwasrapidd,Low
MYL6B,1,gwasrapidd,Low
RNU4-40P,1,gwasrapidd,Low
TM9SF4,1,gwasrapidd,Low
RAPGEF4,1,gwasrapidd,Low
LOC284009,1,gwasrapidd,Low
PTPN13,1,gwasrapidd,Low
MIR5699,1,gwasrapidd,Low
BCAS2P1,1,gwasrapidd,Low
NDNF-AS1,1,gwasrapidd,Low
LINC02730,1,gwasrapidd,Low
ACTN3-AS1,1,gwasrapidd,Low
GPRC5B,1,gwasrapidd,Low
SPATS1,1,gwasrapidd,Low
KRT18P57,1,gwasrapidd,Low
KRT8P46,1,gwasrapidd,Low
LOC105378801,1,gwasrapidd,Low
NT5C2,1,gwasrapidd,Low
CMTM8,1,gwasrapidd,Low
RNU6-1278P,1,gwasrapidd,Low
IKZF5,1,gwasrapidd,Low
RNU6-991P,1,gwasrapidd,Low
RBM33-DT,1,gwasrapidd,Low
HTRA1-AS1,1,gwasrapidd,Low
HSD17B3,1,gwasrapidd,Low
NR2C2AP,1,gwasrapidd,Low
RPS20P17,1,gwasrapidd,Low
PSMA2P3,1,gwasrapidd,Low
LOC105374904,1,gwasrapidd,Low
USP12P1,1,gwasrapidd,Low
LOC124900903,1,gwasrapidd,Low
HUS1B,1,gwasrapidd,Low
TPM2,1,gwasrapidd,Low
HIGD1B,1,gwasrapidd,Low
FBXO7,1,gwasrapidd,Low
IGLL1,1,gwasrapidd,Low
LOC105379167,1,gwasrapidd,Low
MIR4481,1,gwasrapidd,Low
LOC124902739,1,gwasrapidd,Low
LOC105372676,1,gwasrapidd,Low
LOC105369753,1,gwasrapidd,Low
HNRNPK-AS1,1,gwasrapidd,Low
CFAP300,1,gwasrapidd,Low
SYPL1P1,1,gwasrapidd,Low
NR2C1,1,gwasrapidd,Low
TGFB3-AS1,1,gwasrapidd,Low
LOC105375922,1,gwasrapidd,Low
MIR4689,1,gwasrapidd,Low
HYAL4,1,gwasrapidd,Low
MARK2P11,1,gwasrapidd,Low
PHF20,1,gwasrapidd,Low
RPS20P4,1,gwasrapidd,Low
TMEM183AP1,1,gwasrapidd,Low
RPEP5,1,gwasrapidd,Low
SLC24A3-AS1,1,gwasrapidd,Low
RGS14,1,gwasrapidd,Low
SSBP3-AS1,1,gwasrapidd,Low
RNU1-44P,1,gwasrapidd,Low
LINC03057,1,gwasrapidd,Low
WDFY4,1,gwasrapidd,Low
LINC02484,1,gwasrapidd,Low
RNU6-1032P,1,gwasrapidd,Low
RPS3AP26,1,gwasrapidd,Low
LOC399900,1,gwasrapidd,Low
LOC107984118,1,gwasrapidd,Low
HEXIM2-AS2,1,gwasrapidd,Low
RPL7AP47,1,gwasrapidd,Low
MIX23P2,1,gwasrapidd,Low
LOC124901711,1,gwasrapidd,Low
LINP1,1,gwasrapidd,Low
LOC105378571,1,gwasrapidd,Low
LOC107983982,1,gwasrapidd,Low
ZFAND1,1,gwasrapidd,Low
SNORA87,1,gwasrapidd,Low
LOC101926948,1,gwasrapidd,Low
LOC124901492,1,gwasrapidd,Low
TMEM229BP1,1,gwasrapidd,Low
NR2F2-AS1,1,gwasrapidd,Low
HSPA1B,1,gwasrapidd,Low
SNORD24,1,gwasrapidd,Low
LOC112268183,1,gwasrapidd,Low
LINC01440,1,gwasrapidd,Low
LINC02064,1,gwasrapidd,Low
RBBP8-AS1,1,gwasrapidd,Low
LOC124903584,1,gwasrapidd,Low
MIR4452,1,gwasrapidd,Low
LOC105378412,1,gwasrapidd,Low
NRM,1,gwasrapidd,Low
HOXB5,1,gwasrapidd,Low
LOC124903835,1,gwasrapidd,Low
WHR1,1,gwasrapidd,Low
LOC124903336,1,gwasrapidd,Low
LINC02986,1,gwasrapidd,Low
PRRT1,1,gwasrapidd,Low
C1GALT1,1,gwasrapidd,Low
LOC105375005,1,gwasrapidd,Low
RNU6-728P,1,gwasrapidd,Low
HOXD-AS2,1,gwasrapidd,Low
LOC105376344,1,gwasrapidd,Low
LINC02743,1,gwasrapidd,Low
HOXB6,1,gwasrapidd,Low
LOC105372791,1,gwasrapidd,Low
CLCN2,1,omim,Low
METHYLACYL,1,omim,Low
MYMY4,1,omim,Low
RELATED,1,omim,Low
ORG,1,omim,Low
FKBP5,1,omim,Low
PEX19,1,omim,Low
EA3,1,omim,Low
FACILITATED,1,omim,Low
SMAD4,1,hpo,Low
LEUKODYSTROPHY,1,omim,Low
RICH,1,omim,Low
PS178600,1,omim,Low
PEX2,1,omim,Low
TTBK2,1,omim,Low
DIETZ,1,omim,Low
MAST3,1,omim,Low
GATB,1,omim,Low
FACIES,1,omim,Low
BETA,1,omim,Low
H47,1,omim,Low
SIK1,1,omim,Low
SENSORY,1,omim,Low
POLYMERASE,1,omim,Low
YWHAG,1,omim,Low
SGCE,1,omim,Low
F32,1,omim,Low
BEAN1,1,omim,Low
COL4A1-,1,omim,Low
BRAIN,1,omim,Low
DAB1,1,omim,Low
COLGALT1,1,omim,Low
LYRM4,1,omim,Low
E11,1,omim,Low
SPINOCEREBELLAR,1,omim,Low
CNPY3,1,omim,Low
ATTR,1,omim,Low
ICD9CM,1,omim,Low
SLC32A1,1,omim,Low
MGR11,1,omim,Low
CINNAMON,1,omim,Low
BOGAERT,1,omim,Low
SYRINGOMYELIA,1,omim,Low
ITPA,1,omim,Low
RECESSIVE,1,omim,Low
PS157300,1,omim,Low
MGR4,1,omim,Low
ANGIOTENSIN,1,omim,Low
PRKRA,1,omim,Low
VALINE,1,omim,Low
PHASE,1,omim,Low
TELANGIECTASIA,1,omim,Low
BRV1,1,omim,Low
INSUFFICIENCY,1,omim,Low
MNGIE,1,omim,Low
VPS11,1,omim,Low
PS609192,1,omim,Low
PIGA,1,omim,Low
SEIZURES,1,omim,Low
DEHYDROGENASE,1,omim,Low
EA8,1,omim,Low
ALPHA-1A,1,omim,Low
SYNTHASE,1,omim,Low
TRANSPORTER,1,omim,Low
GWAS,1,omim,Low
GCH1,1,omim,Low
SCA6,1,omim,Low
PEX26,1,omim,Low
RORB,1,omim,Low
CHIARI,1,omim,Low
CYCLE-DEPENDENT,1,omim,Low
ATP5F1B,1,omim,Low
NOTCH,1,omim,Low
MGR9,1,omim,Low
PS252350,1,omim,Low
PGK1P1,1,omim,Low
VESSEL,1,omim,Low
SLEEP,1,omim,Low
ETL2,1,omim,Low
CRLS1,1,omim,Low
IBGC7,1,omim,Low
RVCLS,1,omim,Low
TRANSPORTING,1,omim,Low
AARS1,1,omim,Low
FAT2,1,omim,Low
RESPIRATORY,1,omim,Low
INSULIN,1,omim,Low
REDUCTASE,1,omim,Low
FAMILIAL,1,omim,Low
SCAE,1,omim,Low
CARS2,1,omim,Low
FPLD9,1,omim,Low
TGFBR1,1,omim,Low
MRPL3,1,omim,Low
EPISODIC,1,omim,Low
LIPODYSTROPHY,1,omim,Low
TERMINAL,1,omim,Low
DRAVET,1,omim,Low
SLC25A12,1,omim,Low
GNAL,1,omim,Low
DYSARTHRIA,1,omim,Low
PS600512,1,omim,Low
CYCLIC,1,omim,Low
BRV2,1,omim,Low
PNKD1,1,omim,Low
HEPATOCEREBRAL,1,omim,Low
MONDO,1,omim,Low
KINASE,1,omim,Low
SCA32,1,omim,Low
SANDO,1,omim,Low
DYSKINESIA,1,omim,Low
FGF12,1,omim,Low
CYFIP2,1,omim,Low
SLC25A26,1,omim,Low
CUX2,1,omim,Low
NECROSIS,1,omim,Low
FEVER,1,omim,Low
SNOMEDCT,1,omim,Low
XLD,1,omim,Low
ELOVL5,1,omim,Low
HMPSQC23JJ,1,omim,Low
AHC2,1,omim,Low
EA7,1,omim,Low
MRPS14,1,omim,Low
CALCITONIN-,1,omim,Low
QTL,1,omim,Low
CDK19,1,omim,Low
HEMIPLEGIC,1,omim,Low
MANE,1,omim,Low
AFFECTIVE,1,omim,Low
NIT1,1,omim,Low
MRPS25,1,omim,Low
R11,1,omim,Low
EIF2AK2,1,omim,Low
KCNT1,1,omim,Low
BAIAP2,1,omim,Low
MILS,1,omim,Low
SCN1B,1,omim,Low
ADVANCED,1,omim,Low
PNKD2,1,omim,Low
GOT2,1,omim,Low
DNA,1,omim,Low
AURA,1,omim,Low
RAB3A,1,omim,Low
THAP1,1,omim,Low
MRPS22,1,omim,Low
VOLTAGE-,1,omim,Low
ALPHA,1,omim,Low
UGDH,1,omim,Low
MGR8,1,omim,Low
HCN1,1,omim,Low
AGK,1,omim,Low
ACTIVITY,1,omim,Low
PEX10,1,omim,Low
VOMITING,1,omim,Low
PEX12,1,omim,Low
SNF8,1,omim,Low
HHT1,1,omim,Low
EARS2,1,omim,Low
GENE-RELATED,1,omim,Low
ACTA2,1,omim,Low
HID1,1,omim,Low
NONKINESIGENIC,1,omim,Low
COMBINED,1,omim,Low
GANGLIA,1,omim,Low
INFANTILE,1,omim,Low
KAPPA-B,1,omim,Low
PS125310,1,omim,Low
AUTOSOMAL,1,omim,Low
NEUROPATHY,1,omim,Low
KAPPA,1,omim,Low
MTRFR,1,omim,Low
LOVD,1,omim,Low
GUF1,1,omim,Low
RACEMASE,1,omim,Low
OMIA,1,omim,Low
ANOMALIES,1,omim,Low
MGR12,1,omim,Low
INCLUDED,1,omim,Low
LDS6,1,omim,Low
MPL,1,hpo,Low
PMS1,1,hpo,Low
MLH1,1,hpo,Low
SMARCB1,1,hpo,Low
P2RY11,1,hpo,Low
IFNGR1,1,hpo,Low
MVK,1,hpo,Low
ADA2,1,hpo,Low
TWIST1,1,hpo,Low
GATA2,1,hpo,Low
SH2B1,1,hpo,Low
ANO3,1,omim,Low
PS600669,1,omim,Low
FUSION,1,omim,Low
CCDC88C,1,omim,Low
BFIS2,1,omim,Low
AMACRD,1,omim,Low
FETAL,1,omim,Low
CMPK2,1,omim,Low
PS604348,1,omim,Low
PROLINE,1,omim,Low
FHM1,1,omim,Low
BASILAR,1,omim,Low
ACID,1,omim,Low
ASSOCIATED,1,omim,Low
MGR6,1,omim,Low
MGR3,1,omim,Low
E88,1,omim,Low
NAD,1,omim,Low
GAMMA,1,omim,Low
CONVERTING,1,omim,Low
RECURRENT,1,omim,Low
MT-TF,1,hpo,Low
GP1BB,1,hpo,Low
CHEK2,1,hpo,Low
IL12B,1,hpo,Low
SEMA4A,1,hpo,Low
KLRC4,1,hpo,Low
ERAP1,1,hpo,Low
EPCAM,1,hpo,Low
ADAMTS3,1,hpo,Low
IL12A,1,hpo,Low
MSH2,1,hpo,Low
FRMD5,1,hpo,Low
JPH1,1,hpo,Low
CCR1,1,hpo,Low
SRPX2,1,hpo,Low
JAK2,1,hpo,Low
MICAL1,1,hpo,Low
BMPR1A,1,hpo,Low
LAMB1,1,hpo,Low
ADAMTSL1,1,hpo,Low
TNFSF4,1,hpo,Low
ATM,1,hpo,Low
GP9,1,hpo,Low
RPS20,1,hpo,Low
IL23R,1,hpo,Low
MSH6,1,hpo,Low
ZFTA,1,hpo,Low
RNASEH1,1,hpo,Low
ZNF365,1,hpo,Low
NDP,1,hpo,Low
TET2,1,hpo,Low
IL12A-AS1,1,hpo,Low
MUTYH,1,hpo,Low
FAS,1,hpo,Low
NPAT,1,hpo,Low
SLC6A19,1,hpo,Low
KRAS,1,hpo,Low
SUFU,1,hpo,Low
ACSF3,1,hpo,Low
PMS2,1,hpo,Low
UBAC2,1,hpo,Low
POLE,1,hpo,Low
STARD7,1,hpo,Low
TUMOR,1,omim,Low
CALCITONIN,1,omim,Low
CADASIL1,1,omim,Low
G31,1,omim,Low
ATP,1,omim,Low
SAD,1,omim,Low
ARHGEF15,1,omim,Low
SYNJ1,1,omim,Low
HEMIPLEGIA,1,omim,Low
TSPOAP1,1,omim,Low
PS609060,1,omim,Low
EA6,1,omim,Low
ARTERIOPATHY,1,omim,Low
SAMD9L,1,omim,Low
AP3B2,1,omim,Low
PS104290,1,omim,Low
ROSAH,1,omim,Low
DOCK7,1,omim,Low
MRPS28,1,omim,Low
OXIDATIVE,1,omim,Low
AFG3L2,1,omim,Low
DYSTONIA,1,omim,Low
MRPL12,1,omim,Low
MITOMAP,1,omim,Low
GSN,1,omim,Low
PLASMA,1,omim,Low
MGR7,1,omim,Low
AFFINITY,1,omim,Low
FGF13,1,omim,Low
POLYPEPTIDE,1,omim,Low
NPTX1,1,omim,Low
BFIS4,1,omim,Low
ARX,1,omim,Low
PS141500,1,omim,Low
CAC1A1A,1,omim,Low
VOLTAGE-GATED,1,omim,Low
MICOS13,1,omim,Low
SLC35A2,1,omim,Low
G40,1,omim,Low
RNF13,1,omim,Low
SZT2,1,omim,Low
PEX16,1,omim,Low
IDIOPATHIC,1,omim,Low
FBXO28,1,omim,Low
JAM2,1,omim,Low
STORMORKEN,1,omim,Low
CYCLE,1,omim,Low
COMPLEX,1,omim,Low
ICD,1,omim,Low
GLS,1,omim,Low
DEPLETION,1,omim,Low
PARTIAL,1,omim,Low
MENSTRUAL,1,omim,Low
TESTICULAR,1,omim,Low
KCTD17,1,omim,Low
BENIGN,1,omim,Low
AKINESIA,1,omim,Low
PROTEIN,1,omim,Low
PEX7,1,omim,Low
VOLTAGE,1,omim,Low
H57,1,omim,Low
KEGG,1,omim,Low
ACTL6B,1,omim,Low
NALD,1,omim,Low
DECIPHER,1,omim,Low
POLRMT,1,omim,Low
E72,1,omim,Low
DRVT,1,omim,Low
DOPA-,1,omim,Low
GLUCOSE,1,omim,Low
ORPHA,1,omim,Low
GTPBP3,1,omim,Low
EIG,1,omim,Low
EIG5,1,omim,Low
UGP2,1,omim,Low
NEUROD2,1,omim,Low
PIGB,1,omim,Low
ETL6,1,omim,Low
SUSCEPTIBILITY,1,omim,Low
DOPAMINE,1,omim,Low
RNU2-2,1,omim,Low
KCNT2,1,omim,Low
ATTRV122I,1,omim,Low
DYT15,1,omim,Low
MPH,1,omim,Low
EXOC2,1,gwasrapidd,Low
ARHGEF39,1,gwasrapidd,Low
MIR3170,1,gwasrapidd,Low
EIF2D,1,gwasrapidd,Low
NUTF2P5,1,gwasrapidd,Low
SENP3-EIF4A1,1,gwasrapidd,Low
GPR52,1,gwasrapidd,Low
LOC124902025,1,gwasrapidd,Low
RNU1-148P,1,gwasrapidd,Low
RPL21P60,1,gwasrapidd,Low
MIR328,1,gwasrapidd,Low
KCTD10,1,gwasrapidd,Low
RNA5SP119,1,gwasrapidd,Low
ZNF664-RFLNA,1,gwasrapidd,Low
NDUFA4L2,1,gwasrapidd,Low
LOC105375466,1,gwasrapidd,Low
TWF1P1,1,gwasrapidd,Low
NT5C1A,1,gwasrapidd,Low
MOAP1,1,gwasrapidd,Low
IGFBP7,1,gwasrapidd,Low
LOC105372547,1,gwasrapidd,Low
LOC107984321,1,gwasrapidd,Low
LOC105379182,1,gwasrapidd,Low
ADAM8,1,gwasrapidd,Low
LOC107985287,1,gwasrapidd,Low
NDE1P1,1,gwasrapidd,Low
MAP3K11,1,gwasrapidd,Low
SATB1-AS1,1,gwasrapidd,Low
ATF7-AS1,1,gwasrapidd,Low
EHMT2-AS1,1,gwasrapidd,Low
RNA5SP182,1,gwasrapidd,Low
LOC105376426,1,gwasrapidd,Low
POLR2B,1,gwasrapidd,Low
LOC124904590,1,gwasrapidd,Low
KRT8P52,1,gwasrapidd,Low
RNA5SP481,1,gwasrapidd,Low
HOXD1,1,gwasrapidd,Low
RPL35AP35,1,gwasrapidd,Low
SNORD36C,1,gwasrapidd,Low
LOC124902628,1,gwasrapidd,Low
RNU7-28P,1,gwasrapidd,Low
ST13P13,1,gwasrapidd,Low
RUNX1,1,gwasrapidd,Low
MAPT-IT1,1,gwasrapidd,Low
RNU5E-3P,1,gwasrapidd,Low
MATCAP1,1,gwasrapidd,Low
MRPL2P1,1,gwasrapidd,Low
LOC107984906,1,gwasrapidd,Low
RNU6-138P,1,gwasrapidd,Low
LOC339666,1,gwasrapidd,Low
MIR6784,1,gwasrapidd,Low
LOC283172,1,gwasrapidd,Low
LINC02918,1,gwasrapidd,Low
UGT1A8,1,gwasrapidd,Low
AGPAT1,1,gwasrapidd,Low
HOXB8,1,gwasrapidd,Low
PCAT14,1,gwasrapidd,Low
EXOC3L1,1,gwasrapidd,Low
LOC124904571,1,gwasrapidd,Low
MFSD4B,1,gwasrapidd,Low
LOC124904265,1,gwasrapidd,Low
FTH1P14,1,gwasrapidd,Low
MIR4527HG,1,gwasrapidd,Low
LOC124900287,1,gwasrapidd,Low
FTH1,1,gwasrapidd,Low
LOC105373265,1,gwasrapidd,Low
RNU6-148P,1,gwasrapidd,Low
ARMH4,1,gwasrapidd,Low
LOC100420982,1,gwasrapidd,Low
LOC105374934,1,gwasrapidd,Low
SMIM29,1,gwasrapidd,Low
LOC101927575,1,gwasrapidd,Low
LOC101930496,1,gwasrapidd,Low
LOC124901998,1,gwasrapidd,Low
RN7SL210P,1,gwasrapidd,Low
RASSF5,1,gwasrapidd,Low
LOC105376342,1,gwasrapidd,Low
RN7SL689P,1,gwasrapidd,Low
HMGN1P3,1,gwasrapidd,Low
MIR6879,1,gwasrapidd,Low
LOC100127955,1,gwasrapidd,Low
C8orf88,1,gwasrapidd,Low
C2,1,gwasrapidd,Low
MTCO1P14,1,gwasrapidd,Low
CCDC51,1,gwasrapidd,Low
SNORD36B,1,gwasrapidd,Low
RLIG1P3,1,gwasrapidd,Low
KRT19P1,1,gwasrapidd,Low
FBXW11,1,gwasrapidd,Low
MTND3P20,1,gwasrapidd,Low
RNU6-780P,1,gwasrapidd,Low
LOC107984543,1,gwasrapidd,Low
RDM1P1,1,gwasrapidd,Low
LOC105371795,1,gwasrapidd,Low
RNU2-3P,1,gwasrapidd,Low
FBXO5,1,gwasrapidd,Low
C1DP5,1,gwasrapidd,Low
CKS1BP5,1,gwasrapidd,Low
U6,1,gwasrapidd,Low
EEF1A1P18,1,gwasrapidd,Low
GAPDHP28,1,gwasrapidd,Low
MIR196A1,1,gwasrapidd,Low
HOXB-AS2,1,gwasrapidd,Low
PAPPA-AS2,1,gwasrapidd,Low
MIR7157,1,gwasrapidd,Low
HOXD11,1,gwasrapidd,Low
LOC124903058,1,gwasrapidd,Low
RPLP1P4,1,gwasrapidd,Low
RPS7P11,1,gwasrapidd,Low
LOC105378408,1,gwasrapidd,Low
LOC100286962,1,gwasrapidd,Low
LOC105370904,1,gwasrapidd,Low
LOC124902130,1,gwasrapidd,Low
LOC101928446,1,gwasrapidd,Low
RNU4-70P,1,gwasrapidd,Low
FAM174B,1,gwasrapidd,Low
LINC01033,1,gwasrapidd,Low
HSPA1L,1,gwasrapidd,Low
LMBRD1,1,gwasrapidd,Low
SMYD3,1,gwasrapidd,Low
LOC107984253,1,gwasrapidd,Low
SLC26A11,1,gwasrapidd,Low
RNU6-1255P,1,gwasrapidd,Low
LOC105374699,1,gwasrapidd,Low
LOC105370997,1,gwasrapidd,Low
NGFR-AS1,1,gwasrapidd,Low
LOC102723445,1,gwasrapidd,Low
LOC124902503,1,gwasrapidd,Low
KCND2,1,gwasrapidd,Low
CACNA1B-AS2,1,gwasrapidd,Low
LTBP3,1,gwasrapidd,Low
LOC105369932,1,gwasrapidd,Low
RN7SKP186,1,gwasrapidd,Low
B3GNTL1,1,gwasrapidd,Low
LOC124904073,1,gwasrapidd,Low
LINC01485,1,gwasrapidd,Low
GUCY2GP,1,gwasrapidd,Low
MIR1915,1,gwasrapidd,Low
RNA5SP44,1,gwasrapidd,Low
SURF1,1,gwasrapidd,Low
SNORD36A,1,gwasrapidd,Low
FAM47A,1,gwasrapidd,Low
CDH4-AS2,1,gwasrapidd,Low
NDNF,1,gwasrapidd,Low
LOC105375245,1,gwasrapidd,Low
LINC01978,1,gwasrapidd,Low
RNU6-546P,1,gwasrapidd,Low
SPATA19,1,gwasrapidd,Low
OR4C3,1,gwasrapidd,Low
RAET1F,1,gwasrapidd,Low
SIPA1,1,gwasrapidd,Low
ARL15,1,gwasrapidd,Low
POLK,1,gwasrapidd,Low
LOC124904165,1,gwasrapidd,Low
ADAMTS9-AS2,1,gwasrapidd,Low
MIR6816,1,gwasrapidd,Low
LOC124903560,1,gwasrapidd,Low
RPS8P7,1,gwasrapidd,Low
LINC02388,1,gwasrapidd,Low
LOC124902425,1,gwasrapidd,Low
LOC101929698,1,gwasrapidd,Low
AGBL1,1,gwasrapidd,Low
LOC124901559,1,gwasrapidd,Low
LOC124901913,1,gwasrapidd,Low
LOC103344931,1,gwasrapidd,Low
GFPT2,1,gwasrapidd,Low
RPL21P97,1,gwasrapidd,Low
RNU4-66P,1,gwasrapidd,Low
MIER1,1,gwasrapidd,Low
C10orf88,1,gwasrapidd,Low
ADAM28,1,gwasrapidd,Low
MIR6823,1,gwasrapidd,Low
LOC124904094,1,gwasrapidd,Low
LINC02075,1,gwasrapidd,Low
RNA5SP301,1,gwasrapidd,Low
LOC107986626,1,gwasrapidd,Low
LOC105376984,1,gwasrapidd,Low
HSPE1P24,1,gwasrapidd,Low
DNAJC19P8,1,gwasrapidd,Low
RPL35P2,1,gwasrapidd,Low
LOC105378347,1,gwasrapidd,Low
LOC105379183,1,gwasrapidd,Low
LOC124904956,1,gwasrapidd,Low
PRKAB1-AS1,1,gwasrapidd,Low
FKBP6,1,gwasrapidd,Low
HOXB9,1,gwasrapidd,Low
STK10,1,gwasrapidd,Low
ARF2P,1,gwasrapidd,Low
SNORA77B,1,gwasrapidd,Low
CCT7P1,1,gwasrapidd,Low
HMGN1P38,1,gwasrapidd,Low
HEXIM2-AS1,1,gwasrapidd,Low
RNU6-1129P,1,gwasrapidd,Low
TMEM208,1,gwasrapidd,Low
GTF2I,1,gwasrapidd,Low
LOC651337,1,gwasrapidd,Low
LOC124904496,1,gwasrapidd,Low
TM7SF2,1,gwasrapidd,Low
TANGO2,1,gwasrapidd,Low
INA,1,gwasrapidd,Low
CLVS1,1,gwasrapidd,Low
PHB1P13,1,gwasrapidd,Low
LOC124902679,1,gwasrapidd,Low
LOC100131294,1,gwasrapidd,Low
DDR1-DT,1,gwasrapidd,Low
MIR941-2,1,gwasrapidd,Low
LOC124902294,1,gwasrapidd,Low
RPL7A,1,gwasrapidd,Low
LOC124900334,1,gwasrapidd,Low
RPRD2,1,gwasrapidd,Low
LOC124902175,1,gwasrapidd,Low
LOC107986660,1,gwasrapidd,Low
DNAJC9P1,1,gwasrapidd,Low
LINC00896,1,gwasrapidd,Low
PDK1,1,gwasrapidd,Low
HOXB-AS1,1,gwasrapidd,Low
LOC124901573,1,gwasrapidd,Low
EIF4A1,1,gwasrapidd,Low
SLC27A6,1,gwasrapidd,Low
RPL3P11,1,gwasrapidd,Low
RNU6-1213P,1,gwasrapidd,Low
LOC105371486,1,gwasrapidd,Low
MIR4318,1,gwasrapidd,Low
LOC105370998,1,gwasrapidd,Low
DYRK3,1,gwasrapidd,Low
LOC105379289,1,gwasrapidd,Low
OR5M14P,1,gwasrapidd,Low
TACO1,1,gwasrapidd,Low
MTND4P13,1,gwasrapidd,Low
LOC105372863,1,gwasrapidd,Low
OR12D1,1,gwasrapidd,Low
TTLL9,1,gwasrapidd,Low
BPIFC,1,gwasrapidd,Low
LOC124904101,1,gwasrapidd,Low
EXOSC5,1,gwasrapidd,Low
FBXL8,1,gwasrapidd,Low
ZC3H7B,1,gwasrapidd,Low
GDI2P2,1,gwasrapidd,Low
CTRB2,1,gwasrapidd,Low
LOC105378606,1,gwasrapidd,Low
LINC01798,1,gwasrapidd,Low
RNU6-185P,1,gwasrapidd,Low
TUBB4BP7,1,gwasrapidd,Low
SNRPGP19,1,gwasrapidd,Low
LOC105378959,1,gwasrapidd,Low
LOC100130298,1,gwasrapidd,Low
MAPK10,1,gwasrapidd,Low
CYP2J2,1,gwasrapidd,Low
OPCML,1,gwasrapidd,Low
OR10V7P,1,gwasrapidd,Low
MTCO3P31,1,gwasrapidd,Low
ING3,1,gwasrapidd,Low
NFIB,1,gwasrapidd,Low
LYSET,1,gwasrapidd,Low
SNORD158,1,gwasrapidd,Low
HEYL,1,gwasrapidd,Low
LOC105377635,1,gwasrapidd,Low
INHBA-AS1,1,gwasrapidd,Low
RPL21P137,1,gwasrapidd,Low
FAM24A,1,gwasrapidd,Low
LOC101929507,1,gwasrapidd,Low
STC2,1,gwasrapidd,Low
RN7SL623P,1,gwasrapidd,Low
DCAF7,1,gwasrapidd,Low
TRMT9B,1,gwasrapidd,Low
COX7B2,1,gwasrapidd,Low
LOC124905089,1,gwasrapidd,Low
ZNF474-AS1,1,gwasrapidd,Low
LOC124901210,1,gwasrapidd,Low
RNU6-1131P,1,gwasrapidd,Low
MIR490,1,gwasrapidd,Low
LOC105378004,1,gwasrapidd,Low
CHMP4C,1,gwasrapidd,Low
LOC124902063,1,gwasrapidd,Low
C16orf96,1,gwasrapidd,Low
VASN,1,gwasrapidd,Low
LOC124902835,1,gwasrapidd,Low
OR12D2,1,gwasrapidd,Low
MTAP,1,gwasrapidd,Low
LOC124904980,1,gwasrapidd,Low
CCDC24,1,gwasrapidd,Low
CDKN2B-AS1,1,gwasrapidd,Low
LOC124903348,1,gwasrapidd,Low
MMP24OS,1,gwasrapidd,Low
MCHR2-AS1,1,gwasrapidd,Low
LOC124904495,1,gwasrapidd,Low
LOC124904843,1,gwasrapidd,Low
TAF5,1,gwasrapidd,Low
MIR1915HG,1,gwasrapidd,Low
HOXBLINC,1,gwasrapidd,Low
MIR4421,1,gwasrapidd,Low
RN7SL653P,1,gwasrapidd,Low
FTLP20,1,gwasrapidd,Low
OR4C5,1,gwasrapidd,Low
LOC105378604,1,gwasrapidd,Low
KCTD9,1,gwasrapidd,Low
TNFSF12-TNFSF13,1,gwasrapidd,Low
NOP14-AS1,1,gwasrapidd,Low
PMEL,1,gwasrapidd,Low
RYR1,1,gwasrapidd,Low
RFC5,1,gwasrapidd,Low
MIR4251,1,gwasrapidd,Low
MIR4303,1,gwasrapidd,Low
RNU6-998P,1,gwasrapidd,Low
LOC105370420,1,gwasrapidd,Low
MCL1,1,gwasrapidd,Low
LINC01847,1,gwasrapidd,Low
UGT1A7,1,gwasrapidd,Low
RBM4B,1,gwasrapidd,Low
PIP5K1B,1,gwasrapidd,Low
PRKG1-AS1,1,gwasrapidd,Low
U3,1,gwasrapidd,Low
MTCO2P14,1,gwasrapidd,Low
SERPINA10,1,gwasrapidd,Low
HADHAP2,1,gwasrapidd,Low
TMEM231P1,1,gwasrapidd,Low
SPECC1,1,gwasrapidd,Low
CORO7-PAM16,1,gwasrapidd,Low
RPS7P8,1,gwasrapidd,Low
SPAG8,1,gwasrapidd,Low
RNA5SP483,1,gwasrapidd,Low
RN7SL726P,1,gwasrapidd,Low
LINC00200,1,gwasrapidd,Low
LOC124902379,1,gwasrapidd,Low
ATP5MFP2,1,gwasrapidd,Low
OR14J1,1,gwasrapidd,Low
ME2P1,1,gwasrapidd,Low
STAB1,1,gwasrapidd,Low
CCDC103,1,gwasrapidd,Low
CPP,1,gwasrapidd,Low
MTND2P37,1,gwasrapidd,Low
LOC645967,1,gwasrapidd,Low
LOC124904295,1,gwasrapidd,Low
LINC00870,1,gwasrapidd,Low
SERPINA11,1,gwasrapidd,Low
SNORD91A,1,gwasrapidd,Low
MIR4693,1,gwasrapidd,Low
RPL36AP20,1,gwasrapidd,Low
LINC02157,1,gwasrapidd,Low
YLPM1,1,gwasrapidd,Low
TAAR5,1,gwasrapidd,Low
MAP3K3,1,gwasrapidd,Low
ESD,1,gwasrapidd,Low
PPT2,1,gwasrapidd,Low
RNU6-680P,1,gwasrapidd,Low
C20orf181,1,gwasrapidd,Low
